Q,E1,E2
0.0,-2.0,-2.0
0.031415926535897934,-2.0152119399047956,-1.9838011808266676
0.06283185307179587,-2.029421988192928,-1.966631468663615
0.0942477796076938,-2.0426161212623373,-1.9485078079438225
0.12566370614359174,-2.05478131809663,-1.9294480845323259
0.15707963267948966,-2.0659055731152534,-1.9094711080750222
0.1884955592153876,-2.0759779080215512,-1.8885965934358266
0.21991148575128555,-2.0849883826370186,-1.8668451412404763
0.25132741228718347,-2.0929281047110586,-1.8442382175462035
0.2827433388230814,-2.0997892386965575,-1.8207981326573286
0.3141592653589793,-2.1055650134826274,-1.79654801910768
0.3455751918948773,-2.1102497290768714,-1.77151180883158
0.3769911184307752,-2.1138387622305905,-1.7457142095459122
0.4084070449666731,-2.1163285710013713,-1.7191806803665908
0.4398229715025711,-2.117716698248556,-1.6919374066834831
0.471238898038469,-2.118001774058141,-1.6640112743185944
0.5026548245743669,-2.117183517094721,-1.6354298429930059
0.5340707511102649,-2.1152627348791295,-1.606221319128758
0.5654866776461628,-2.1122413229915136,-1.5764145280125168
0.5969026041820608,-2.108122263200627,-1.5460388853484965
0.6283185307179586,-2.102909620521184,-1.515124368228711
0.6597344572538566,-2.0966085392021787,-1.4837014855492023
0.6911503837897546,-2.089225237650134,-1.451801247901444
0.7225663103256524,-2.0807670022922853,-1.4194551369686337
0.7539822368615504,-2.071242180385756,-1.3866950744570672
0.7853981633974484,-2.0606601717798214,-1.3535533905932737
0.8168140899333463,-2.0490314196393946,-1.3200627922179828
0.8482300164692442,-2.0363674001388814,-1.286256330508422
0.8796459430051422,-2.0226806111365843,-1.2521673683607952
0.9110618695410401,-2.0079845598408217,-1.2178295474651317
0.942477796076938,-1.9922937494799466,-1.1832767551049992
0.9738937226128359,-1.9756236649894114,-1.1485430907148497
1.0053096491487339,-1.9579907577300042,-1.113662832227989
1.0367255756846319,-1.9394124292523431,-1.0786704022483993
1.0681415022205298,-1.919907014123647,-1.0436003340797835
1.0995574287564276,-1.8994937618337306,-1.008487237645363
1.1309733552923256,-1.8781928177980824,-0.9733657653320629
1.1623892818282235,-1.856025203476771,-0.9382705777927901
1.1938052083641215,-1.8330127956288036,-0.9032363097405522
1.2252211349000195,-1.809178304722404,-0.8682975357681784
1.2566370614359172,-1.7845452525225243,-0.8334887362273706
1.2880529879718152,-1.7591379488777008,-0.798844263200758
1.3194689145077132,-1.7329814677291702,-0.7643983066005391
1.3508848410436112,-1.7061016223659162,-0.7301848604271688
1.3823007675795091,-1.678524939950069,-0.6962376892213802
1.4137166941154071,-1.6502786353377996,-0.6625902947426617
1.4451326206513049,-1.6213905842215433,-0.6292758829070653
1.4765485471872029,-1.5918892956200543,-0.5963273310169743
1.5079644737231008,-1.561803883743449,-0.5637771553151775
1.5393804002589988,-1.531164039260994,-0.5316574788952623
1.5707963267948968,-1.5,-0.4999999999999999
1.6022122533307945,-1.4683425211047374,-0.4688359607390059
1.6336281798666925,-1.4362228446848224,-0.43819611625655086
1.6650441064025905,-1.4036726689830257,-0.40811070437994573
1.6964600329384885,-1.3707241170929345,-0.37860941577845664
1.7278759594743864,-1.3374097052573377,-0.34972136466220016
1.7592918860102844,-1.3037623107786196,-0.32147506004993087
1.7907078125461822,-1.2698151395728312,-0.2938983776340838
1.8221237390820801,-1.2356016933994607,-0.2670185322708296
1.8535396656179781,-1.201155736799242,-0.24086205112229914
1.884955592153876,-1.1665112637726291,-0.21545474747747567
1.916371518689774,-1.1317024642318212,-0.1908216952775957
1.9477874452256718,-1.0967636902594478,-0.16698720437119638
1.9792033717615698,-1.0617294222072098,-0.14397479652322873
2.0106192982974678,-1.0266342346679371,-0.12180718220191764
2.0420352248333655,-0.9915127623546371,-0.10050623816626933
2.0734511513692637,-0.9563996659202163,-0.08009298587635286
2.1048670779051615,-0.9213295977516005,-0.06058757074765683
2.1362830044410597,-0.8863371677720107,-0.04200924226999564
2.1676989309769574,-0.8514569092851502,-0.024376335010588418
2.199114857512855,-0.8167232448950007,-0.007706250520053248
2.2305307840487534,-0.7821704525348685,0.007984559840821748
2.261946710584651,-0.7478326316392049,0.022680611136584372
2.2933626371205493,-0.7137436694915776,0.036367400138881734
2.324778563656447,-0.6799372077820169,0.04903141963939445
2.356194490192345,-0.6464466094067263,0.06066017177982122
2.387610416728243,-0.6133049255429326,0.0712421803857559
2.419026343264141,-0.5805448630313664,0.08076700229228541
2.450442269800039,-0.5481987520985554,0.08922523765013413
2.4818581963359367,-0.5162985144507978,0.09660853920217861
2.5132741228718345,-0.4848756317712893,0.10290962052118398
2.5446900494077327,-0.4539611146515033,0.10812226320062719
2.5761059759436304,-0.42358547198748325,0.11224132299151342
2.6075219024795286,-0.3937786808712418,0.1152627348791293
2.6389378290154264,-0.364570157006994,0.11718351709472122
2.6703537555513246,-0.33598872568140525,0.11800177405814125
2.7017696820872223,-0.30806259331651664,0.11771669824855582
2.73318560862312,-0.28081931963340917,0.11632857100137144
2.7646015351590183,-0.2542857904540874,0.11383876223059035
2.796017461694916,-0.2284881911684202,0.11024972907687111
2.8274333882308142,-0.20345198089231992,0.1055650134826272
2.858849314766712,-0.1792018673426715,0.09978923869655762
2.8902652413026098,-0.15576178245379635,0.09292810471105847
2.921681167838508,-0.1331548587595237,0.08498838263701859
2.9530970943744057,-0.11140340656417357,0.07597790802155102
2.984513020910304,-0.0905288919249775,0.06590557311525304
3.0159289474462017,-0.07055191546767417,0.05478131809662992
3.0473448739820994,-0.05149219205617718,0.042616121262337166
3.0787608005179976,-0.03336853133638501,0.029421988192928128
3.1101767270538954,-0.016198819173332518,0.015211939904795716
3.1415926535897936,-6.123233995736766e-17,6.123233995736766e-17
3.1730085801256913,-0.022210760746361403,0.022210760746361403
3.204424506661589,-0.044399602153403904,0.044399602153403904
3.2358404331974873,-0.06654462651354978,0.06654462651354978
3.267256359733385,-0.08862397936135714,0.08862397936135692
3.298672286269283,-0.1106158710412373,0.11061587104123707
3.330088212805181,-0.1324985982112156,0.1324985982112156
3.3615041393410787,-0.15425056526150943,0.1542505652615092
3.392920065876977,-0.1758503056267862,0.1758503056267862
3.4243359924128747,-0.19727650297107438,0.19727650297107416
3.455751918948773,-0.21850801222441057,0.21850801222441057
3.4871678454846706,-0.23952388045047346,0.23952388045047346
3.518583772020569,-0.2603033675246004,0.2603033675246002
3.5499996985564666,-0.28082596660178677,0.28082596660178677
3.5814156250923643,-0.30107142435446727,0.30107142435446704
3.6128315516282625,-0.3210197609601032,0.321019760960103
3.6442474781641603,-0.3406512898188569,0.3406512898188569
3.6756634047000585,-0.35994663698188833,0.3599466369818881
3.7070793312359562,-0.37888676027110246,0.37888676027110246
3.738495257771854,-0.39745296807148217,0.39745296807148195
3.769911184307752,-0.4156269377774536,0.41562693777745335
3.80132711084365,-0.43339073387508675,0.43339073387508675
3.832743037379548,-0.4507268256422829,0.4507268256422829
3.864158963915446,-0.4676181044494791,0.4676181044494791
3.8955748904513436,-0.48404790064380193,0.4840479006438015
3.926990816987242,-0.5000000000000001,0.5000000000000001
3.9584067435231396,-0.51545865972193,0.51545865972193
3.989822670059038,-0.5304086239787926,0.5304086239787924
4.0212385965949355,-0.5448351389607975,0.544835138960797
4.052654523130833,-0.5587239674393913,0.5587239674393909
4.084070449666731,-0.5720614028176844,0.5720614028176844
4.11548637620263,-0.5848342826572065,0.5848342826572067
4.1469023027385274,-0.5970300016676451,0.5970300016676449
4.178318229274425,-0.6086365241467434,0.6086365241467427
4.209734155810323,-0.6196423958580863,0.6196423958580861
4.241150082346221,-0.6300367553350505,0.6300367553350503
4.272566008882119,-0.6398093445997582,0.6398093445997585
4.303981935418017,-0.6489505192864649,0.6489505192864646
4.335397861953915,-0.6574512581593811,0.6574512581593809
4.366813788489813,-0.6653031720155463,0.6653031720155461
4.39822971502571,-0.6724985119639574,0.6724985119639572
4.429645641561609,-0.6790301770727896,0.6790301770727893
4.461061568097507,-0.6848917213771576,0.6848917213771574
4.4924774946334045,-0.690077360240506,0.6900773602405058
4.523893421169302,-0.6945819760633464,0.6945819760633462
4.5553093477052,-0.6984011233337105,0.6984011233337103
4.586725274241099,-0.7015310330143336,0.7015310330143334
4.618141200776996,-0.7039686162622396,0.7039686162622394
4.649557127312894,-0.7057114674770558,0.7057114674770556
4.680973053848792,-0.7067578666750503,0.70675786667505
4.71238898038469,-0.7071067811865477,0.7071067811865475
4.743804906920588,-0.7067578666750503,0.70675786667505
4.775220833456486,-0.7057114674770558,0.7057114674770556
4.806636759992384,-0.7039686162622396,0.7039686162622394
4.838052686528282,-0.7015310330143335,0.7015310330143333
4.869468613064179,-0.6984011233337104,0.6984011233337102
4.900884539600078,-0.6945819760633464,0.6945819760633462
4.932300466135976,-0.6900773602405059,0.6900773602405057
4.9637163926718735,-0.6848917213771576,0.6848917213771574
4.995132319207771,-0.6790301770727896,0.6790301770727891
5.026548245743669,-0.6724985119639575,0.6724985119639573
5.057964172279568,-0.6653031720155462,0.6653031720155458
5.089380098815465,-0.657451258159381,0.6574512581593808
5.120796025351363,-0.6489505192864647,0.6489505192864645
5.152211951887261,-0.6398093445997586,0.6398093445997584
5.1836278784231595,-0.6300367553350505,0.6300367553350503
5.215043804959057,-0.6196423958580862,0.619642395858086
5.246459731494955,-0.608636524146743,0.6086365241467427
5.277875658030853,-0.597030001667645,0.5970300016676447
5.3092915845667505,-0.5848342826572067,0.5848342826572065
5.340707511102649,-0.5720614028176845,0.5720614028176843
5.372123437638547,-0.558723967439391,0.5587239674393908
5.403539364174445,-0.5448351389607973,0.544835138960797
5.4349552907103424,-0.5304086239787924,0.5304086239787922
5.46637121724624,-0.5154586597219301,0.5154586597219298
5.497787143782139,-0.5000000000000001,0.4999999999999999
5.529203070318037,-0.48404790064380165,0.48404790064380143
5.560618996853934,-0.4676181044494792,0.467618104449479
5.592034923389832,-0.4507268256422828,0.45072682564228256
5.62345084992573,-0.43339073387508686,0.43339073387508664
5.6548667764616285,-0.4156269377774536,0.41562693777745335
5.686282702997526,-0.3974529680714819,0.3974529680714819
5.717698629533424,-0.3788867602711025,0.3788867602711023
5.749114556069322,-0.3599466369818881,0.3599466369818879
5.7805304826052195,-0.34065128981885695,0.34065128981885673
5.811946409141118,-0.32101976096010293,0.3210197609601027
5.843362335677016,-0.30107142435446704,0.3010714243544668
5.874778262212914,-0.2808259666017867,0.2808259666017867
5.906194188748811,-0.26030336752460015,0.2603033675245999
5.937610115284709,-0.2395238804504735,0.23952388045047326
5.969026041820608,-0.2185080122244104,0.2185080122244102
6.000441968356506,-0.19727650297107413,0.1972765029710739
6.031857894892403,-0.17585030562678627,0.17585030562678605
6.063273821428301,-0.15425056526150902,0.15425056526150902
6.094689747964199,-0.13249859821121554,0.13249859821121554
6.1261056745000975,-0.11061587104123687,0.11061587104123687
6.157521601035995,-0.0886239793613568,0.0886239793613568
6.188937527571893,-0.06654462651354974,0.06654462651354974
6.220353454107791,-0.04439960215340362,0.04439960215340362
6.2517693806436885,-0.022210760746361344,0.022210760746361344
6.283185307179587,-6.123233995736766e-17,6.123233995736766e-17
6.314601233715485,-0.016198819173332518,0.015211939904795716
6.346017160251383,-0.03336853133638523,0.02942198819292835
6.37743308678728,-0.05149219205617718,0.042616121262337166
6.408849013323178,-0.0705519154676745,0.05478131809663003
6.440264939859077,-0.09052889192497783,0.06590557311525316
6.4716808663949745,-0.11140340656417357,0.07597790802155102
6.503096792930872,-0.13315485875952404,0.08498838263701872
6.53451271946677,-0.15576178245379635,0.09292810471105847
6.565928646002668,-0.17920186734267182,0.09978923869655773
6.597344572538566,-0.20345198089232022,0.10556501348262728
6.628760499074464,-0.2284881911684202,0.11024972907687111
6.660176425610362,-0.2542857904540877,0.11383876223059042
6.69159235214626,-0.28081931963340917,0.11632857100137144
6.7230082786821574,-0.3080625933165171,0.11771669824855578
6.754424205218056,-0.33598872568140564,0.11800177405814122
6.785840131753954,-0.364570157006994,0.11718351709472122
6.817256058289852,-0.3937786808712422,0.11526273487912925
6.848671984825749,-0.42358547198748325,0.11224132299151342
6.880087911361647,-0.4539611146515037,0.10812226320062711
6.911503837897546,-0.4848756317712893,0.10290962052118398
6.9429197644334435,-0.5162985144507978,0.09660853920217861
6.974335690969341,-0.5481987520985558,0.08922523765013404
7.005751617505239,-0.5805448630313664,0.08076700229228541
7.037167544041138,-0.613304925542933,0.07124218038575575
7.068583470577035,-0.6464466094067263,0.06066017177982122
7.099999397112933,-0.6799372077820169,0.04903141963939445
7.131415323648831,-0.7137436694915781,0.03636740013888151
7.162831250184729,-0.7478326316392053,0.022680611136584122
7.194247176720627,-0.7821704525348689,0.007984559840821526
7.225663103256525,-0.8167232448950007,-0.007706250520053248
7.257079029792423,-0.8514569092851502,-0.024376335010588418
7.288494956328321,-0.8863371677720111,-0.04200924226999597
7.319910882864218,-0.9213295977516011,-0.06058757074765725
7.351326809400117,-0.9563996659202169,-0.08009298587635313
7.382742735936015,-0.9915127623546371,-0.10050623816626933
7.4141586624719125,-1.0266342346679371,-0.12180718220191764
7.44557458900781,-1.0617294222072102,-0.14397479652322887
7.476990515543708,-1.096763690259448,-0.16698720437119655
7.508406442079607,-1.1317024642318216,-0.19082169527759607
7.539822368615504,-1.1665112637726294,-0.21545474747747584
7.571238295151402,-1.2011557367992425,-0.24086205112229925
7.6026542216873,-1.235601693399461,-0.26701853227082983
7.634070148223198,-1.2698151395728314,-0.293898377634084
7.665486074759096,-1.30376231077862,-0.3214750600499312
7.696902001294994,-1.3374097052573384,-0.34972136466220044
7.728317927830892,-1.3707241170929347,-0.37860941577845686
7.7597338543667895,-1.4036726689830257,-0.40811070437994584
7.791149780902687,-1.4362228446848226,-0.4381961162565511
7.822565707438586,-1.4683425211047378,-0.4688359607390061
7.853981633974484,-1.5000000000000002,-0.5000000000000002
7.885397560510381,-1.531164039260994,-0.5316574788952625
7.916813487046279,-1.5618038837434494,-0.5637771553151777
7.948229413582177,-1.5918892956200545,-0.5963273310169745
7.979645340118076,-1.6213905842215435,-0.6292758829070655
8.011061266653973,-1.6502786353378,-0.6625902947426623
8.042477193189871,-1.6785249399500692,-0.6962376892213804
8.073893119725769,-1.7061016223659164,-0.730184860427169
8.105309046261667,-1.7329814677291706,-0.7643983066005395
8.136724972797564,-1.7591379488777008,-0.798844263200758
8.168140899333462,-1.7845452525225245,-0.8334887362273709
8.199556825869362,-1.8091783047224044,-0.8682975357681788
8.23097275240526,-1.8330127956288038,-0.9032363097405525
8.262388678941157,-1.8560252034767712,-0.9382705777927901
8.293804605477055,-1.8781928177980827,-0.9733657653320631
8.325220532012953,-1.8994937618337306,-1.008487237645363
8.35663645854885,-1.9199070141236474,-1.043600334079784
8.388052385084748,-1.9394124292523431,-1.0786704022483993
8.419468311620646,-1.9579907577300044,-1.1136628322279893
8.450884238156544,-1.9756236649894117,-1.14854309071485
8.482300164692441,-1.9922937494799469,-1.1832767551049994
8.513716091228341,-2.0079845598408217,-1.2178295474651317
8.545132017764239,-2.0226806111365843,-1.2521673683607952
8.576547944300136,-2.036367400138882,-1.2862563305084227
8.607963870836034,-2.0490314196393946,-1.3200627922179828
8.639379797371932,-2.060660171779821,-1.353553390593274
8.67079572390783,-2.071242180385756,-1.3866950744570676
8.702211650443727,-2.0807670022922853,-1.4194551369686337
8.733627576979625,-2.089225237650134,-1.4518012479014446
8.765043503515523,-2.0966085392021787,-1.4837014855492026
8.79645943005142,-2.102909620521184,-1.515124368228711
8.82787535658732,-2.1081222632006273,-1.5460388853484965
8.859291283123218,-2.1122413229915136,-1.576414528012517
8.890707209659116,-2.1152627348791295,-1.6062213191287584
8.922123136195014,-2.117183517094721,-1.6354298429930063
8.953539062730911,-2.1180017740581416,-1.6640112743185946
8.984954989266809,-2.1177166982485556,-1.6919374066834834
9.016370915802707,-2.1163285710013713,-1.7191806803665908
9.047786842338605,-2.1138387622305905,-1.7457142095459126
9.079202768874502,-2.1102497290768714,-1.77151180883158
9.1106186954104,-2.105565013482627,-1.7965480191076804
9.1420346219463,-2.099789238696558,-1.8207981326573286
9.173450548482197,-2.0929281047110586,-1.8442382175462035
9.204866475018095,-2.0849883826370186,-1.8668451412404763
9.236282401553993,-2.0759779080215512,-1.8885965934358266
9.26769832808989,-2.065905573115253,-1.9094711080750224
9.299114254625788,-2.05478131809663,-1.9294480845323259
9.330530181161686,-2.0426161212623373,-1.9485078079438225
9.361946107697584,-2.029421988192928,-1.966631468663615
9.393362034233482,-2.0152119399047956,-1.9838011808266676
9.42477796076938,-2.0,-2.0
9.456193887305279,-2.0212238814778245,-1.9768023599851021
9.487609813841177,-2.0404530590099466,-1.9516538547031388
9.519025740377074,-2.0576685557197094,-1.9245793026926097
9.550441666912972,-2.0728533819903125,-1.8956054232675987
9.58185759344887,-2.085992552231512,-1.864760810149038
9.613273519984768,-2.097073099668593,-1.8320759032461618
9.644689446520665,-2.1060840891390042,-1.7975829586159855
9.676105373056563,-2.1130166278840483,-1.761316016630476
9.707521299592461,-2.1178638743249603,-1.723310868382812
9.738937226128359,-2.120621044814718,-1.683605020365897
9.770353152664258,-2.1212854183589243,-1.6422376574579776
9.801769079200156,-2.119856339301103,-1.5992496042519024
9.833185005736054,-2.116335217969749,-1.5546832847661753
9.864600932271951,-2.1107255292865057,-1.5085826805775715
9.89601685880785,-2.1030328093368382,-1.4609932874166323
9.927432785343747,-2.0932646499065837,-1.4119620702688698
9.958848711879645,-2.081430690989775,-1.3615374170259988
9.990264638415542,-2.067542611275133,-1.309769090732928
10.02168056495144,-2.051614116620606,-1.2567081804776414
10.053096491487338,-2.033660926527348,-1.202407050972441
10.084512418023238,-2.0137007586264675,-1.1469192908762942
10.115928344559135,-1.9917533111938612,-1.0902996599092953
10.147344271095033,-1.9678402437103981,-1.0326040348114398
