mu,Drude,BCD,sQMD,dQMD,Inter,dInter,Green,Green_sea
0.005,20.406026108170543,-4.130427148075669,-1.7450099282101954,-0.9325095325454105,-0.2870648336866282,0.12446534333158996,-13.426522253552063,0.0
0.01,5.489600032404988,-1.128492143119796,-0.6548086281641188,-0.7248746525023543,-0.001501172610655629,-0.18758064915507408,-3.085359717112644,0.0
0.015,2.5504946752233137,-0.5266444150278934,-0.34428191985665463,-0.4381444578418891,0.05661308975918935,-0.16338880360566235,-1.3350172226122257,0.0
0.02,1.4841300930051253,-0.31561231308958143,-0.21575801797307034,-0.2868478825646713,0.05368257884622841,-0.1126281624137333,-0.7492401581306903,0.0
0.025,0.9772876658388467,-0.2077829726978844,-0.14963669312948652,-0.20920977289384632,0.04135006826772395,-0.07634474883658006,-0.48216834118991386,0.0
0.03,0.6955425298340998,-0.14045904556239242,-0.11039675204635542,-0.16634420064898855,0.0319412049646235,-0.055244032445661985,-0.3373942599046614,0.0
0.035,0.5220431191214155,-0.0950407316983598,-0.08479731663655264,-0.13960527128629496,0.02664299774055126,-0.044171692578063665,-0.25000598204642277,0.0
0.04,0.40728690694188974,-0.06375279557682892,-0.06702288348348731,-0.1205917808037449,0.024072889251414167,-0.03863219534043543,-0.19325478926214879,0.0
0.045,0.32732318318762266,-0.04218773186586237,-0.05415991172705836,-0.10564357000524119,0.022812614590431997,-0.035733917344448585,-0.1543515112337576,0.0
0.05,0.26936792867032716,-0.027403548073654423,-0.04458368415094965,-0.09319444775671708,0.021956561463516884,-0.03388750997904527,-0.12651826601858418,0.0
0.055,0.2260620715629342,-0.017331203532461054,-0.03730875726145237,-0.08256085267103248,0.021060458135736933,-0.03233558689384869,-0.10588989900395188,0.0
0.06,0.19290983115764004,-0.010509146326984142,-0.03169860917947859,-0.07341119628487609,0.019972123038349304,-0.03078348024928707,-0.09013902432227605,0.0
0.065,0.16703078441031355,-0.005914770435598941,-0.027322876383061034,-0.06554576460532423,0.018689456418703225,-0.029163690046055634,-0.07780313045325214,0.0
0.07,0.1465066655303536,-0.0028404274910987654,-0.023880802399301865,-0.05881229437090524,0.01727077001989558,-0.027503265090828795,-0.06793008829085997,0.0
0.075,0.13001833965253343,-0.0008006599651991759,-0.0211569553027606,-0.05307740340680235,0.015787084252995687,-0.025856754995647477,-0.05988068525521269,0.0
0.08,0.11663346308097039,0.0005356917528228524,-0.01899392174253349,-0.048218937060169165,0.014300867978825996,-0.024276365727998177,-0.05321377502134801,0.0
0.085,0.10567656110225562,0.001393894396048666,-0.017274537459733407,-0.04412476910248011,0.012859188686164945,-0.02280124967977672,-0.04761712232440599,0.0
0.09,0.0966461272082712,0.0019271021710418098,-0.015909747511963803,-0.04069255053929691,0.011493715143541177,-0.02145556713615775,-0.04286453513679812,0.0
0.095,0.0891594645668584,0.0022395693323247344,-0.014829899297906552,-0.03782861515689881,0.01022338294525321,-0.020249850122374756,-0.038788608467889965,0.0
0.1,0.08291441319635934,0.002402438246271086,-0.013978189538513456,-0.035445728787654146,0.0090576347766368,-0.019183047538328474,-0.03526299115136151,0.0
0.105,0.07766193454381139,0.002464412801583975,-0.013305582594100016,-0.03346003836343345,0.007999317239717365,-0.018244240307063935,-0.03219059895102634,0.0
0.11,0.07318683708951298,0.002458954045218299,-0.012767022553512261,-0.031788102889635794,0.007046910748610378,-0.017413981439311773,-0.029495620015610166,0.0
0.115,0.06933291309846487,0.002409096264747114,-0.012319211114556866,-0.03034542049250751,0.006196028106061726,-0.01666585175260015,-0.02711798691601383,0.0
0.12,0.05782805626173738,0.0023276177480845224,-0.012039521949084461,-0.02928938440353245,0.005436136406458452,-0.01609848059595294,-0.025009483128854697,0.0
0.125,62.11897081522632,-0.007784692722435902,-0.3913982033207246,-0.7309426111026347,0.02201359094696617,-0.3946769715509042,-0.02313095209183172,0.0
0.13,-0.14608531020340196,0.002052074850085527,0.010441829963704276,0.024921385088397145,0.004225573654683339,0.013728772155229567,-0.021450262930005376,0.0
0.135,-0.027036551355486677,0.001857840481449624,0.007552542083501925,0.018494595062360564,0.00376326345825331,0.01029710405023336,-0.019940804201667425,0.0
0.14,-0.021281933656187545,0.001692039425168574,0.006014479327174565,0.014879354199170287,0.003350330899533046,0.008342610786294016,-0.018580352055820926,0.0
0.145,-0.01679107945183409,0.001543468756200157,0.0047893583074321245,0.011977176446732662,0.0029847513557156166,0.006762369413075143,-0.017350207977687333,0.0
0.15,-0.013194340211504826,0.001410255142204728,0.003819558831529184,0.009657947462416194,0.0026595763503384985,0.0054898369542052995,-0.016234533533942535,0.0
