mu,Drude,BCD,sQMD,dQMD,Inter,dInter,Green,Green_sea
1.25,0.7751654251269819,-0.26033551917529746,-0.22449693687454475,-0.039726643594191986,-0.023488061710782514,0.08216957899975218,0.0,0.0
1.26,0.7379316513188421,-0.28453381433800307,-0.2265543576339642,-0.032498307245415026,-0.028863929794415343,0.10110772630520527,0.0,0.0
1.27,0.776926882062547,-0.30823757979220767,-0.22165860862053605,-0.025551935629166855,-0.036669536021413957,0.11750211141950333,0.0,0.0
1.28,1.0873608730720576,-0.3268908793358079,-0.21111496002571986,-0.01986249960802592,-0.04200683903781664,0.12736613083288809,0.0,0.0
1.29,1.8230803007074243,-0.3385282368251177,-0.1991925920598098,-0.014806533973033926,-0.04392030645436308,0.13326816147468085,0.0,0.0
1.3,2.249431687313141,-0.34514358562507463,-0.18927719006159388,-0.009223938742193245,-0.044001868468470616,0.13796389400320797,0.0,0.0
1.31,1.7273522043705754,-0.34929697935600107,-0.18054306507550588,-0.0037096223902928285,-0.04253957689094123,0.14196860142257156,0.0,0.0
1.32,0.6603001854404376,-0.35069508497192065,-0.1691689882008467,-0.0004393525010609259,-0.03971092327880556,0.1453669837080587,0.0,0.0
1.33,0.169573615440072,-0.34525430894264375,-0.15436791750761525,0.00014635306100720114,-0.03877679670685355,0.14846626213050063,0.0,0.0
1.34,0.25159095592680103,-0.3302461675861954,-0.13947377749255746,-0.00013804404988925975,-0.04269964357327744,0.14406624917935693,0.0,0.0
1.35,0.4837530526017719,-0.30581332423920426,-0.1279928090309583,0.0002345156203452832,-0.04245299132950038,0.12546028645961393,0.0,0.0
1.4,0.33803949443350234,-0.15647677135257856,-0.09628298223105758,0.010421352097087782,0.0055797977511194774,0.056484351089524,0.0,0.0
1.41,0.29099529299612215,-0.1317645894292417,-0.08989621139569255,0.011831748470363399,0.01174793184594406,0.05072344831977409,0.0,0.0
1.42,0.2749471303476927,-0.10912352436337304,-0.0837760246827079,0.012900825556252764,0.017490031405810534,0.04589591890239941,0.0,0.0
1.43,0.18229996763824552,-0.08802813363906437,-0.07831110113766693,0.013819248700624166,0.02346025260845425,0.041375865689435715,0.0,0.0
1.44,-0.35184046168233074,-0.06720467885075966,-0.07292542346848836,0.014296781412502728,0.029233885625720064,0.03577384723819508,0.0,0.0
1.45,-1.1106205154425588,-0.046743938536947194,-0.06501861981595554,0.013045570946235886,0.033056294967522666,0.027410293409887557,0.0,0.0
1.46,-1.2049418108826515,-0.029141992152527232,-0.053864176271783984,0.00998934721638209,0.034354753664748286,0.016252285701651995,0.0,0.0
1.47,-0.3487725379736766,-0.016433032645326542,-0.04195213627810869,0.006782297360687669,0.03367269165155765,0.003089742432806691,0.0,0.0
1.48,0.4667712959224257,-0.007385076113254993,-0.032172129414763974,0.005097578853990085,0.029385336214630606,-0.011267340765099536,0.0,0.0
1.49,0.604871212323737,-0.0007906038236644326,-0.02319005228969901,0.003965407678470017,0.018124607013616068,-0.022044236152967897,0.0,0.0
1.5,0.43744231672465084,0.0022092763004413953,-0.014885221102701098,0.0026797325308555373,0.005595918873574686,-0.020873819091087733,0.0,0.0
