mu,total,BCD,sQMD,dQMD,Inter,dInter
-0.4,7.629167162250681,13.232731251124326,6.936070420993032,-0.03601292072436845,0.04860659775397438,0.008723223304831685
-0.38,7.485556596979294,13.220786666847964,6.81421568404824,-0.0415319621032975,0.053798367096192255,0.010034897982185898
-0.36,7.60102957499627,13.213438467532578,6.938095282309914,-0.04670124580663516,0.05987523638914736,0.01124242904936475
-0.34,7.882594381035767,13.207392563723618,7.226978030263181,-0.050425178472876725,0.06706195213294225,0.012069804995560434
-0.32,8.087371058259357,13.191248173836547,7.449242127941588,-0.05511438261927503,0.07559744747000774,0.013101949027101616
-0.3,8.194851813812772,13.15736919728127,7.576032073834142,-0.06358668317258404,0.08576843658534658,0.01501642053059874
-0.28,8.343831937839198,13.120532708740853,7.727862820088721,-0.07501065104221502,0.09811363709833033,0.0175853307736802
-0.26,8.525230052521486,13.099690285585014,7.889206950880765,-0.08681231252797342,0.11349921769486553,0.02014144048508985
-0.24,8.521252517809359,13.083490644207101,7.860863321601569,-0.09947529909151778,0.13291696614287984,0.02274037460568803
-0.22,8.289649620230136,13.034559224290557,7.630154989253427,-0.1161700635408939,0.15742148610819293,0.026046945339513905
-0.2,8.014655128882504,12.940429109492111,7.388443817325119,-0.13966338153257324,0.18881763959516498,0.03055258419701899
-0.18,7.825001986971133,12.835534512129248,7.247859739575678,-0.17218916544174073,0.23075757276363146,0.036458470084638005
-0.16,7.670474109132253,12.738771769146748,7.14957615438969,-0.21679452351049683,0.2890911691457212,0.04377773502276391
-0.14,7.438086628098515,12.598654580678502,7.001255309598203,-0.2761087817378765,0.3719357616189251,0.051586801221129346
-0.12,7.258359979691519,12.329218004549281,6.974750008631456,-0.3514030471223451,0.4922919199357214,0.05673916788044586
-0.1,7.245044081583246,11.86685621977928,7.228623072527318,-0.455786021200894,0.6760991597535504,0.053465916382720996
-0.08,7.168591066938697,11.126857249128722,7.590453294975104,-0.6212011049449555,0.97737184636856,0.022324478623026285
-0.06,6.770817355120622,9.786235781706376,7.90260480954378,-0.8144489767179092,1.4989570795843261,-0.13038859972202108
-0.04,5.98364102576621,6.819413258422246,8.173595817737928,-0.40960504568328565,2.3455210578049654,-0.7096698526273825
-0.02,5.212356160962915,-0.012782598615772972,7.046109287324351,3.41770407304658,1.877549581372185,-0.6050084589865513
0.0,4.674963248018493,-0.2496616544362756,1.3533140067822884,1.8406831083790667,-0.0816318309747586,0.8444220654379332
0.02,5.212356160962913,-0.012782598615773145,7.046109287324351,3.417704073046582,1.877549581372185,-0.6050084589865509
0.04,5.9836410257662065,6.819413258422245,8.173595817737928,-0.40960504568328554,2.345521057804965,-0.7096698526273827
0.06,6.77081735512063,9.78623578170638,7.902604809543783,-0.8144489767179093,1.4989570795843266,-0.13038859972202096
0.08,7.168591066938695,11.126857249128722,7.590453294975107,-0.6212011049449556,0.97737184636856,0.022324478623026337
0.1,7.245044081583249,11.86685621977928,7.228623072527322,-0.4557860212008937,0.6760991597535504,0.053465916382720975
0.12,7.258359979691526,12.329218004549285,6.974750008631457,-0.35140304712234494,0.4922919199357214,0.056739167880445814
0.14,7.438086628098523,12.598654580678506,7.001255309598202,-0.2761087817378761,0.3719357616189253,0.05158680122112935
0.16,7.670474109132258,12.738771769146753,7.149576154389691,-0.216794523510497,0.2890911691457212,0.0437777350227639
0.18,7.825001986971132,12.835534512129248,7.247859739575679,-0.17218916544174093,0.23075757276363149,0.036458470084638046
0.2,8.014655128882502,12.940429109492111,7.388443817325113,-0.1396633815325733,0.188817639595165,0.030552584197018975
0.22,8.289649620230145,13.034559224290556,7.630154989253433,-0.11617006354089396,0.15742148610819287,0.026046945339513895
0.24,8.521252517809364,13.083490644207103,7.860863321601567,-0.09947529909151791,0.1329169661428798,0.02274037460568804
0.26,8.525230052521492,13.099690285585012,7.889206950880769,-0.08681231252797336,0.11349921769486553,0.02014144048508985
0.28,8.343831937839209,13.120532708740853,7.727862820088726,-0.0750106510422149,0.09811363709833035,0.0175853307736802
0.3,8.19485181381277,13.157369197281268,7.576032073834141,-0.06358668317258417,0.08576843658534665,0.015016420530598741
0.32,8.087371058259354,13.19124817383654,7.4492421279415915,-0.05511438261927497,0.07559744747000775,0.013101949027101625
0.34,7.882594381035764,13.207392563723614,7.226978030263175,-0.05042517847287664,0.06706195213294226,0.012069804995560424
0.36,7.601029574996267,13.213438467532576,6.938095282309911,-0.04670124580663521,0.059875236389147365,0.01124242904936475
0.38,7.485556596979301,13.220786666847962,6.81421568404824,-0.041531962103297494,0.05379836709619225,0.010034897982185896
0.4,7.629167162250669,13.232731251124324,6.936070420993034,-0.036012920724368416,0.04860659775397436,0.008723223304831693
