mu,Drude,BCD,sQMD,dQMD,Inter,dInter,Green,Green_sea
0.0,0.01248446633856882,7.51193534857974e-17,-3.4906550970546285e-17,5.4172463051247823e-17,0.01248446633856897,-4.981451599084192e-5,-0.012434490207686945,0.0
0.05,0.012933067277296607,-7.333046596080963e-16,1.5387321920052297e-17,-5.359366508724018e-17,0.012933067277296902,-4.875983093721654e-5,-0.012884134299869968,0.0
0.1,0.013493506249898837,-5.679658142408156e-17,5.094438168360468e-17,1.320946619093983e-17,0.013493506249899454,-4.911847050089734e-5,-0.013444202374180687,0.0
0.15,0.014186081203275762,1.4191892476160365e-17,4.021738641263677e-17,-1.269476591728498e-16,0.014186081203275955,-5.047943381377646e-5,-0.014135401504662928,0.0
0.2,0.015038860101684452,-4.845421402346642e-17,2.0433396950835796e-16,-3.500056921068167e-17,0.015038860101684643,-5.252621254547696e-5,-0.014986114454154268,0.0
0.25,0.016090616527852628,9.949243592746678e-17,6.215247250976143e-17,4.54803196733939e-17,0.01609061652785267,-5.489482165211585e-5,-0.016035476625095857,0.0
0.3,0.01739580439550918,2.1959733917619158e-17,8.008816143340716e-17,-6.500632265819688e-17,0.017395804395509504,-5.698491638140011e-5,-0.01733853810348696,0.0
0.35,0.019033139285227346,-2.336103128896928e-16,-2.084510810659279e-17,-1.1876879204925735e-16,0.019033139285227575,-5.758659221419722e-5,-0.018975216173415372,0.0
0.4,0.021121091269029817,5.911250234246083e-20,-1.694392397596986e-16,-3.547128609363346e-17,0.021121091269030553,-5.3993090596643634e-5,-0.02106667559624356,0.0
0.45,0.023847669660369573,1.9062052885433273e-16,-4.337855521698708e-17,-4.172511413361742e-17,0.023847669660369917,-3.9648295512072614e-5,-0.0238075305975129,0.0
0.5,0.02753214085115174,-1.7031965821068364e-16,3.603880184584931e-16,7.371096350643865e-17,0.027532140851152045,2.49318606058564e-6,-0.02753424786289571,0.0
0.55,0.03276169580962262,-2.117244480351662e-16,-1.4899910884401745e-16,5.469075788090146e-17,0.03276169580962324,0.00011660633410941346,-0.03287804091014121,0.0
0.6,0.040678560477539524,1.0374672424581501e-17,1.4941591832275147e-15,-2.7775251975115596e-16,0.04067856047753963,0.0003663591882515475,-0.04104522705886386,0.0
0.65,0.05305405600653783,-5.794759963292366e-16,1.6600512441025055e-16,-8.92796170548886e-17,0.05305405600653842,0.00016478448605710118,-0.053217163567592665,0.0
0.7,0.06400766810243846,-5.242772977014774e-16,-5.847834601826901e-16,2.0125311771022403e-16,0.06400766810244074,-0.00222131380924927,-0.0617976633524401,0.0
0.75,0.05357914957286776,-3.243844321957722e-16,-1.0149054679104421e-15,-3.2994087562737066e-16,0.053579149572867996,0.0003756395431827861,-0.05395330801702515,0.0
0.8,0.044955428531075856,-8.184967991381182e-16,-3.0373244870975593e-16,-2.2340302274385455e-16,0.04495542853107541,0.00026855750943524014,-0.04522425146300461,0.0
0.85,0.04130408254656497,-3.311292169503068e-16,-3.0022288722040625e-17,2.225313188246381e-16,0.04130408254656504,-4.440160773984965e-5,-0.04125927961929252,0.0
0.9,0.04049979053119097,-2.071560447603244e-15,-1.4051457090572374e-15,6.574041079322339e-17,0.040499790531192736,-0.0001931441919206905,-0.04030607329227402,0.0
0.95,0.041588927576936406,-3.7672086790666547e-16,-9.35635134635942e-16,-2.6843374070995235e-16,0.04158892757693646,-0.0002871384972368402,-0.04130107051741767,0.0
1.0,0.04430590271042266,9.068029801443528e-16,1.1612482893677556e-15,-4.0580840283185177e-16,0.04430590271042217,-0.00038178341029225955,-0.0439233805225666,0.0
1.05,0.048809921837426454,5.316385352782671e-16,8.634586101674557e-16,-3.010287331906003e-16,0.04880992183742868,-0.0005108317203468893,-0.04829821772459096,0.0
1.1,0.05574765773100694,8.096821824121747e-16,2.2690183065776637e-15,-4.551480720094148e-16,0.05574765773100704,-0.0007181123897935138,-0.05503160023808684,0.0
1.15,0.0667903452295712,-1.4363510381087963e-15,3.0531133177191805e-16,-4.85722573273506e-17,0.06679034522956707,-0.0010947976071650663,-0.06571648347984649,0.0
1.2,0.0868285705089828,-4.163336342344337e-15,3.4416913763379853e-15,0.0,0.0868285705089835,-0.00188134344959498,-0.08512322257942628,0.0
1.25,0.13325123829396118,1.3322676295501878e-15,-1.5543122344752192e-15,-2.7755575615628914e-16,0.13325123829395955,-0.004097550879646028,-0.1295670545553378,0.0
1.3,0.208533378926746,2.886579864025407e-15,4.440892098500626e-16,-2.7755575615628914e-17,0.2085333789267409,-0.002400369518083492,-0.2046408102631858,0.0
1.35,0.15256569991982818,4.3298697960381105e-15,-2.220446049250313e-15,2.220446049250313e-16,0.15256569991982932,0.033442052795937094,-0.18469636682058166,0.0
1.4,0.08405624776967865,-2.220446049250313e-16,-3.3306690738754696e-16,-1.1796119636642288e-16,0.08405624776968035,0.009886513193401184,-0.1009972525939915,0.0
1.45,0.05686024340907181,1.1102230246251565e-15,-3.3306690738754696e-16,-3.3306690738754696e-16,0.056860243409071046,-0.016361339385577447,-0.030692219312965285,0.0
1.5,0.009598840063615176,1.3877787807814457e-17,-1.3877787807814457e-16,-9.71445146547012e-17,0.00959884006361501,-0.012563695889926091,-0.0005098059474564209,0.0
