k,PV_simple,PV_ver
-3.141592653589793,0.005103079716280392,0.006473655438742168
-3.1101767270538954,0.005260929071492712,0.006458748457867115
-3.078760800517997,0.0054244234348343546,0.006458088410328405
-3.0473448739820994,0.00559337754939347,0.006471109348675937
-3.015928947446201,0.00576762771923439,0.006497976069158543
-2.9845130209103035,0.005946978610821907,0.006539467379650579
-2.9530970943744057,0.00613114471371806,0.00659692365117105
-2.9216811678385075,0.0063196777481949575,0.006672240041543107
-2.8902652413026098,0.006511868878881146,0.006767894385607126
-2.8588493147667116,0.0067066099951224156,0.00688700306748234
-2.827433388230814,0.0069021904196646085,0.007033399788615193
-2.796017461694916,0.007095992411834675,0.0072117308197667115
-2.764601535159018,0.007284027967307088,0.007427554693323686
-2.73318560862312,0.007460226780967488,0.007687421013805198
-2.701769682087222,0.0076153363483709114,0.007998875278104476
-2.670353755551324,0.007735227848667863,0.008370281072807012
-2.6389378290154264,0.0077983251581992446,0.00881024367108209
-2.607521902479528,0.007771835580554444,0.009326220052117001
-2.5761059759436304,0.007606602712132013,0.009921556618360463
-2.5446900494077322,0.00723108081877883,0.010589679501393093
-2.5132741228718345,0.0065468715561893985,0.01130362441506795
-2.4818581963359367,0.005432501709071513,0.011999287073120469
-2.4504422698000385,0.003768753835581781,0.01255381970554352
-2.419026343264141,0.0015027082776325278,0.012770128476634845
-2.3876104167282426,-0.0012484317248994954,0.012395076681978374
-2.356194490192345,-0.004109812410436905,0.011206175860024504
-2.324778563656447,-0.006501107869802526,0.009158625934541515
-2.293362637120549,-0.007896266069023399,0.006487214853911834
-2.2619467105846507,-0.008124976450906691,0.0036320806795192306
-2.230530784048753,-0.007431784903841059,0.001018071526478755
-2.199114857512855,-0.006259074764816167,-0.0011216243051453292
-2.1676989309769574,-0.004994319553028112,-0.00276196248633237
-2.1362830044410592,-0.00386163819431222,-0.003999157647244794
-2.104867077905161,-0.002941533304173632,-0.0049606491509144824
-2.0734511513692633,-0.0022317956907830527,-0.005754166890723562
-2.0420352248333655,-0.0016970343021854338,-0.006449723256581336
-2.0106192982974678,-0.0012959435333765841,-0.007078232119799707
-1.9792033717615696,-0.000992477805414568,-0.0076381248470211655
-1.9477874452256716,-0.0007586619499095848,-0.008108305052338493
-1.9163715186897736,-0.0005739944265765666,-0.008464838244242032
-1.8849555921538759,-0.00042388121935147815,-0.008693838984493808
-1.853539665617978,-0.00029808085524872584,-0.008794363361002807
-1.82212373908208,-0.00018945749513254559,-0.008773285400555608
-1.790707812546182,-9.306773018367032e-5,-0.008638782230234036
-1.759291886010284,-5.521306224755623e-6,-0.008396653097695349
-1.727875959474386,7.545658573218623e-5,-0.008049797652048794
-1.6964600329384882,0.0001513230227810413,-0.007599504926457233
-1.6650441064025903,0.0002229215153664915,-0.007047224179268103
-1.6336281798666923,0.00029062546556879687,-0.0063959331824620875
-1.6022122533307943,0.0003544429842125731,-0.005650671112313331
-1.5707963267948963,0.00041410115737338467,-0.004818266693008779
-1.5393804002589986,0.00046913598207352713,-0.003906669738223257
-1.5079644737231006,0.0005190078657127701,-0.0029243980436322627
-1.4765485471872026,0.0005632226254622247,-0.0018804114235826997
-1.4451326206513047,0.0006014455762243973,-0.000784388357010002
-1.4137166941154067,0.0006336299102465686,0.0003528637794737752
-1.3823007675795087,0.0006601613717186766,0.0015191414631029571
-1.350884841043611,0.000681998666475899,0.002700811087220959
-1.319468914507713,0.0007007855983517717,0.003882892855411487
-1.288052987971815,0.0007189131677821134,0.005049053251025127
-1.256637061435917,0.0007395175212795959,0.006181350376658226
-1.225221134900019,0.0007664164512557868,0.007259794867610662
-1.1938052083641213,0.0008040126090198135,0.00826213377196709
-1.1623892818282233,0.0008572217321013601,0.009164461186823448
-1.1309733552923253,0.0009315175062032904,0.009942845906578743
-1.0995574287564276,0.0010332324916567052,0.010575070243844222
-1.0681415022205294,0.00117033847513187,0.011040649748452962
-1.0367255756846316,0.0013539806464022287,0.011317709670108833
-1.0053096491487334,0.0016007272923113667,0.011377320912201647
-0.9738937226128357,0.001935127686309804,0.011179329536775723
-0.9424777960769379,0.002393637559945763,0.010677708386347257
-0.9110618695410397,0.003032219595496138,0.00984015161711591
-0.879645943005142,0.003937389060219449,0.008662463017575476
-0.8482300164692438,0.0052372413243486505,0.00713630009655526
-0.816814089933346,0.007101165146030063,0.005165853523909685
-0.7853981633974483,0.009693104965124764,0.0024843943047220163
-0.7539822368615501,0.012998075729752746,-0.0013744001368667397
-0.7225663103256523,0.016423489240077065,-0.006961494832093752
-0.6911503837897541,0.018309627943297248,-0.014479308996424599
-0.6597344572538564,0.016207247777838357,-0.023049897354297355
-0.6283185307179586,0.00889142666124844,-0.030524113138721616
-0.5969026041820604,-0.0016451286529359096,-0.034813684109476585
-0.5654866776461627,-0.011611807389156473,-0.03551540035282814
-0.5340707511102645,-0.018583073518224788,-0.03374726723473766
-0.5026548245743667,-0.02234461954781812,-0.030882084247120634
-0.4712388980384685,-0.023767173394660134,-0.027824452493872016
-0.43982297150257077,-0.023791231216005453,-0.024995521882706952
-0.408407044966673,-0.023080460463719272,-0.022531892119847415
-0.3769911184307748,-0.022029295568817796,-0.020441690302657155
-0.34557519189487707,-0.0208527637702153,-0.018686350378523377
-0.31415926535897887,-0.019662002041956884,-0.01721614303768599
-0.2827433388230811,-0.01851160024102134,-0.01598362324399052
-0.25132741228718336,-0.01742623402256752,-0.014947786079941305
-0.21991148575128516,-0.01641501072028627,-0.014074650462262276
-0.1884955592153874,-0.015479090640541919,-0.013336630343028594
-0.1570796326794892,-0.014615736786273186,-0.012711618403062142
-0.12566370614359146,-0.013820480596062662,-0.012182127771975691
-0.0942477796076937,-0.013088292413434819,-0.011734616150204213
-0.06283185307179551,-0.0124142287932626,-0.011359045930282615
-0.031415926535897754,-0.011793816258041828,-0.011048733554276817
4.440892098500626e-16,-0.011223325829681078,-0.010800586733251545
0.0314159265358982,-0.01070004161584215,-0.010615911871280794
0.06283185307179595,-0.010222580423525945,-0.010502030448263502
0.09424777960769415,-0.00979113342517509,-0.010474483189274597
0.1256637061435919,-0.00940663802480507,-0.010556222127845112
0.1570796326794901,-0.009065581988691725,-0.01075848231983197
0.18849555921538785,-0.008749810582227742,-0.01103004968931134
0.2199114857512856,-0.008432708339386502,-0.011260957971852448
0.2513274122871838,-0.008104616332562405,-0.011393232417992245
0.28274333882308156,-0.00777195953917634,-0.011442682532138792
0.31415926535897976,-0.0074427323085473045,-0.011442466412126697
