k,PV_simple,PV_ver
0.3455751918948775,-0.007121868589596564,-0.01141777059977106
0.3769911184307757,-0.00681181923805736,-0.01138439901408339
0.40840704496667346,-0.006513608169073238,-0.011351430639695338
0.4398229715025712,-0.006227501103128449,-0.01132289441614992
0.4712388980384694,-0.005953367741234635,-0.011298221957219103
0.5026548245743672,-0.005690873088520393,-0.011272076304821344
0.5340707511102654,-0.005439579504167824,-0.011234382412940495
0.5654866776461631,-0.00519900202203341,-0.011171470166340923
0.5969026041820609,-0.004968638699264631,-0.01106881966051043
0.6283185307179591,-0.00474798729281083,-0.010914772436800385
0.6597344572538568,-0.004536554287345667,-0.010703491649729276
0.691150383789755,-0.0043338595758461735,-0.01043566431786645
0.7225663103256528,-0.004139438649322665,-0.01011694587682866
0.7539822368615505,-0.0039528433629571445,-0.009755441188352794
0.7853981633974487,-0.003773641902838672,-0.009359553268667109
0.8168140899333465,-0.003601418322554103,-0.0089367708391841
0.8482300164692447,-0.0034357718690586447,-0.008493298770455345
0.8796459430051424,-0.0032763162276369198,-0.008034189193815117
0.9110618695410402,-0.0031226787614779296,-0.007563665778502595
0.9424777960769379,-0.0029744997882686997,-0.007085449296755951
0.9738937226128366,-0.0028314319160112258,-0.006602991545953231
1.0053096491487343,-0.0026931394480744003,-0.006119588761243413
1.036725575684632,-0.002559297860299609,-0.005638383922043581
1.0681415022205298,-0.0024295933489012753,-0.005162289316596297
1.0995574287564276,-0.002303722445731616,-0.004693870448753812
1.1309733552923262,-0.002181391696410629,-0.004235231209477473
1.162389281828224,-0.0020623173963401887,-0.003787930342519359
1.1938052083641217,-0.0019462253793818846,-0.0033529447190264166
1.2252211349000195,-0.0018328508537943128,-0.0029306806825197852
1.2566370614359172,-0.001721938279799564,-0.0025210244501892424
1.2880529879718159,-0.0016132412828694502,-0.0021234176878709645
1.3194689145077136,-0.001506522596521203,-0.0017369442487411308
1.3508848410436114,-0.0014015540281458894,-0.0013604169154848435
1.3823007675795091,-0.0012981164412181588,-0.0009924569741244537
1.413716694115407,-0.0011959997471965233,-0.0006315632582498776
1.4451326206513055,-0.001095002900540438,-0.00027617027087478073
1.4765485471872033,-0.0009949338905476176,7.530304242061914e-5
1.507964473723101,-0.0008956097241368488,0.00042441121398520556
1.5393804002589988,-0.0007968563942501794,0.0007726438121449208
1.5707963267948966,-0.000698508829201568,0.0011213876829719554
1.6022122533307952,-0.0006004108190425036,0.0014718874262881095
1.633628179866693,-0.0005024149158330948,0.0018252025386773616
1.6650441064025907,-0.00040438230558753326,0.0021821609370298225
1.6964600329384885,-0.00030618265058634316,0.002543310261760934
1.7278759594743862,-0.0002076939016851193,0.0029088703613460473
1.7592918860102849,-0.0001088020811660276,0.0032786924104465775
1.7907078125461826,-9.401037527538206e-6,0.003652231707399119
1.8221237390820804,9.060782565070488e-5,0.004028541624179245
1.8535396656179781,0.0001913158440346084,0.004406294710525543
1.8849555921538759,0.0002928074068856514,0.004783833159872853
1.9163715186897745,0.00039516028799045004,0.005159244992075676
1.9477874452256723,0.0004984459895811657,0.005530455552645474
1.97920337176157,0.0006027300955935474,0.005895318120047634
2.0106192982974678,0.0007080726305538081,0.006251684460597771
2.0420352248333664,0.0008145284202563789,0.006597437265205998
2.073451151369264,0.0009221474500910468,0.0069304716025802605
2.104867077905162,0.0010309752162940696,0.007248621082561814
2.1362830044410597,0.0011410530644004346,0.007549535765749214
2.1676989309769574,0.0012524185076016672,0.007830533592861297
2.199114857512856,0.0013651055153391458,0.008088467087325303
2.230530784048754,0.0014791447589618434,0.008319673187740932
2.2619467105846516,0.001594563796154375,0.008520100497874742
2.2933626371205493,0.001711387168335477,0.008685714162263625
2.324778563656447,0.001829636374137029,0.008813225396856141
2.3561944901923457,0.0019493296654866281,0.008901046548059278
2.3876104167282435,0.002070481587637258,0.008950164043677124
2.4190263432641412,0.002193102145622333,0.00896449475404592
2.450442269800039,0.0023171954185489834,0.008950425280248153
2.4818581963359367,0.0024427573453620717,0.008915626319967146
2.5132741228718354,0.002569772246043191,0.008867609548870427
2.544690049407733,0.0026982073762289683,0.008812555982663998
2.576105975943631,0.002828004361494383,0.008754691448837938
2.6075219024795286,0.002959065577168221,0.008696165574082716
2.6389378290154264,0.0030912321766503586,0.008637212112375723
2.670353755551325,0.0032242480990349303,0.00857635106043005
2.701769682087223,0.0033577004139642465,0.00851045141047258
2.7331856086231205,0.0034909205894347703,0.008434535347900946
2.7646015351590183,0.0036228271854962853,0.008341273136636743
2.796017461694916,0.00375170972229706,0.00822034256189389
2.8274333882308147,0.003875083147237987,0.008058711592512972
2.8588493147667124,0.003990185482924334,0.007845282306266018
2.89026524130261,0.004096220961131859,0.007584575232306079
2.921681167838508,0.004197436245501217,0.0073096135447803514
2.9530970943744057,0.004301542179360057,0.0070644102708207505
2.9845130209103043,0.00441392658696017,0.006871288905119454
3.015928947446202,0.004535915242488063,0.0067285669733187685
3.0473448739821,0.004666802537740739,0.006625919175273571
3.0787608005179976,0.004805506104497456,0.0065535324986997975
3.1101767270538954,0.004951137630898422,0.006504317200271832
