mu,Drude,BCD,sQMD,dQMD,Inter,dInter,Green,Green_sea
0.005,1.3203368528028663,2.416490577389604,1.372222388920316,-0.5596007303026167,0.2519741398409745,-0.617878064256536,-2.143929245680529,0.0
0.01,-0.119219823524037,0.8824594056021923,0.7645873989233044,0.07688260546689096,0.3566393704762442,-0.23939530227778666,-1.1260802395978071,0.0
0.015,-0.2098777627884209,0.370209902395499,0.46175160647199626,0.17094582311096407,0.21381327148626278,-0.01622821634922402,-0.7262740779961032,0.0
0.02,-0.17390808214409606,0.17988784331831859,0.30413674449515615,0.1565847588901689,0.13028569331389306,0.056093277275424305,-0.504803329929005,0.0
0.025,-0.1348131966016842,0.0985421223336284,0.21445768502123216,0.12775113584235467,0.08769321742017093,0.07207508580830355,-0.37117113345440417,0.0
0.03,-0.10483706248359466,0.05940970939763764,0.1592406783955791,0.10241657860949059,0.06508471829707697,0.06924166010283074,-0.2852304633241711,0.0
0.04,-0.0666591079201923,0.02651810084773588,0.09791168705387934,0.06804915189988996,0.04347077383721905,0.05212614498371094,-0.18516274625057183,0.0
0.05,-0.045107565155916254,0.013944193710850292,0.06633503988792933,0.048329816485117146,0.03229250393027261,0.03762747289254095,-0.13064457915755387,0.0
0.055,-0.03794233347584251,0.01045075071638442,0.05598130514181733,0.041626054069137476,0.02808496396219833,0.03230677047876947,-0.11206868227802244,0.0
0.06,-2.662733907358019,0.007081501537831028,0.04368830910906493,0.032328628043797075,0.023381726182705412,0.024537045261891557,-0.09716301406607575,0.0
0.065,-1.7410105405651628,0.00410181061088065,-0.025992631377824576,-0.017741087728180973,0.01888149732227424,-0.01210759174571027,-0.08499615677072843,0.0
0.07,0.0685685551271293,0.005252138477719018,-0.029072299589002145,-0.0228435814838526,0.019115459933201732,-0.017575132417571818,-0.07492386875811347,0.0
0.075,0.054629848331201714,0.004352847499370413,-0.02191626238726791,-0.017506429758589157,0.016833796100756065,-0.013516642266067457,-0.06648662632754454,0.0
0.08,0.043984256618139726,0.0036050949567360876,-0.01654561641353835,-0.013417472852871969,0.014736963753694527,-0.010432449199566938,-0.0593478188395917,0.0
0.09,0.02925313271739799,0.0024914745188393318,-0.00932801146348887,-0.0077645519659344546,0.011198333636043556,-0.006160084663327301,-0.04801589391055535,0.0
0.1,0.01998930092849237,0.001756116239589042,-0.004999620610311978,-0.004250503203183586,0.008493406474798883,-0.003449887578361359,-0.039529828200511916,0.0
