x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
-0.002335866054281823,-0.00671935287261617,0.028949229012725806,-0.004949842185222204,0.029735998268017694,0.00240614176262901,0.0010479814954872967,0.0009040893523611773,0.002285592335937577,0.0024695982195534322,-0.013944036416138162,-0.006050295150214072,-0.0016829190967696432,-0.015587659227798605,-0.006673574157660105,0.0040681997419809235
-0.0055879117585574,-0.016724297185497655,0.07100057681502518,-0.011613800232065121,0.07180818764942451,0.005157938263500561,0.0023142697961411763,0.002434298704240778,0.006371499514807524,0.0062903530058431995,-0.041234571806697755,-0.015223343155590163,-0.004361044128555364,-0.04490939721497519,-0.017543031940564672,0.010596719945589432
-0.009938224274892507,-0.028054106242711544,0.12422214768684701,-0.018610927724049268,0.12404291134159878,0.008235255980462857,0.003660886373769826,0.004336271570402077,0.01214513004141567,0.011166112348713267,-0.08083153820825659,-0.027215168633219815,-0.007535553351288123,-0.0866729856182572,-0.03186862231257932,0.019098610653335527
-0.015477732148002974,-0.0391191324779246,0.18667272967991796,-0.024855767230616485,0.18436022884722247,0.01160405932653355,0.004964497943219729,0.006392749388008734,0.019493965741992466,0.016809285307865688,-0.131655633844715,-0.041688714693103965,-0.010806056464958072,-0.1395781125589172,-0.04897611384517293,0.02918999677876838
-0.022226518555187015,-0.048699659246109826,0.25650895867744183,-0.029549734928613094,0.2508957596310296,0.015239174547341472,0.006142110585346196,0.008425109074198621,0.028300652970151465,0.022948864086693162,-0.19263742057619765,-0.058313419574428524,-0.013857914564116268,-0.2023957857770729,-0.06827742253382527,0.040593656008336185
-0.030150429619728216,-0.05590223895006522,0.3320439437806183,-0.032139934053275886,0.32204372599628794,0.01912926809314825,0.007155722709454631,0.010290759305715384,0.038436331510007374,0.02933635543354956,-0.2627432474684548,-0.07678099725368248,-0.016447937573801436,-0.2740026520912826,-0.08926843619530428,0.05312644133397537
-0.03917522164327274,-0.060102773676625185,0.4117723594527853,-0.03226653728657521,0.39645378532246417,0.023274826327778057,0.00800636082412043,0.011878151785968056,0.04975743049026653,0.03574941318741817,-0.3409884291266295,-0.09681010983409134,-0.018390368318878306,-0.35338886229380195,-0.11151951189816967,0.06667792418888772
-0.04919852325290036,-0.060891585974976056,0.49437445103253447,-0.029711526722918363,0.47300542674817814,0.027684625809486562,0.008723921578812308,0.013100940730714165,0.06210699256956973,0.041993108342457355,-0.4264438990528232,-0.11814707115366972,-0.019544122094625405,-0.4396527317287433,-0.13466612017627427,0.08118653059310242
-0.06009945015655255,-0.058026281641118574,0.5787077789555719,-0.024355019173363027,0.5507743857347824,0.03237250040505122,0.00935639925155679,0.013892375469854444,0.07531930830641352,0.047899244673290015,-0.5182394349149689,-0.14056544664234955,-0.01980196748848532,-0.5319902603916457,-0.15840179929175,0.09661755692523898
-0.07174586262322755,-0.05139332956764223,0.6637923997580129,-0.016141119684051845,0.6289987222946665,0.037354575685452286,0.00996046510510101,0.014200589622080182,0.08922596872533584,0.05332441524541373,-0.6155647979116325,-0.16386523097481911,-0.019082087022780053,-0.629683805087164,-0.18247312827937873,0.11294549966683533
-0.08399955790908939,-0.040977329224018866,0.7487929193557542,-0.005052849209216278,0.7070479558857832,0.042646753872130995,0.010594381928087395,0.013985107560581514,0.10366169129667213,0.05814748376074899,-0.7176693057447168,-0.18787150998133606,-0.017322137052834054,-0.7320917843078873,-0.2066757339094712,0.13014153025996833
-0.09671986953428012,-0.026836481077439165,0.8329994040319055,0.00890538017215223,0.7843962816890189,0.04826234412316702,0.01131352505087611,0.013214621642725154,0.11846887429730094,0.06226698086337141,-0.8238600503509963,-0.21243242676939167,-0.014475611586035931,-0.8386399236317921,-0.23085046440278573,0.14816583956517232
-0.1097661504220102,-0.009082941862182854,0.915808305892145,0.025719527147040684,0.8605997391788511,0.05420991202048522,0.01216825541793353,0.011865897049668355,0.13350044441593506,0.06559867929653494,-0.9334989090840495,-0.23741642628617732,-0.010510083551385616,-0.9488138842258909,-0.2548792325405598,0.16696395211429535
-0.12299950921131694,0.012132923564137275,0.9967041339450319,0.0453735348042455,0.9352767607049078,0.06049150036607257,0.013203570608577532,0.009923536650368256,0.14862102507420086,0.06807344372971168,-1.0459985294587053,-0.2627089242646512,-0.005406783549857267,-1.0621528812044922,-0.27868038468674644,0.1864658773817683
-0.13628403219164154,0.0366350919364433,1.0752423910715834,0.06785406856600304,1.0080914617228116,0.06710133579620267,0.014459852756363904,0.0073802857403217235,0.16370672912328071,0.0696353644079444,-1.160817513800071,-0.28820864782353683,0.0008390255417668312,-1.1782438860230522,-0.3022036898400061,0.20658700586308895
-0.14948761578042224,0.06423174234037302,1.1510341719977957,0.09315328386933097,1.0787391426538107,0.07402503156674435,0.015974098074886686,0.004237565248381907,0.1786439936449251,0.0702401614268481,-1.2774550570493848,-0.31382391175649366,0.008217339408427931,-1.296716083304535,-0.32542515071896777,0.2272298565501481
-0.16248247844046598,0.09472284280563614,1.2237327121754373,0.1212702067320999,1.14693364031176,0.08123918398869442,0.017781180210979058,0.0005059708916523705,0.19332787593947132,0.06985385891273914,-1.3954452917980356,-0.33946904825915436,0.01670270718076758,-1.4172353427775508,-0.3483418442812032,0.24828604441608557
-0.17514541091355623,0.12790584469045196,1.2930220736105131,0.15221105579739252,1.2123963347199684,0.08871117886252397,0.019914896114313657,-0.0037944601252035267,0.20766016904598478,0.06845175032233913,-1.5143515771927452,-0.36506113154886854,0.02625374167506661,-1.5394985398099528,-0.37096694295175725,0.26963809567008384
-0.18735784130134286,0.16357986327032006,1.3586080564350302,0.18598864771057586,1.2748467583763854,0.09639899289201774,0.02240871476015976,-0.008634354056601958,0.22154761194552566,0.06601769168939471,-1.6337609454190134,-0.39051706225443145,0.03681295202716568,-1.663227608544898,-0.39332498915858105,0.29116095763095545
-0.1990058179953838,0.2015487254464433,1.4202113440432111,0.22262090151604003,1.333994861376383,0.10425079475885304,0.025296267898567152,-0.013975572084500721,0.2349003889153843,0.0625437617397057,-1.7532789019325232,-0.4157510190937819,0.048306938337195446,-1.7881632486808572,-0.41544742381445526,0.3127232144236193
-0.2099800357874076,0.24162326032730344,1.477562828016876,0.2621283862206166,1.3895350569709297,0.11220421428276559,0.028611681891239655,-0.019772312880080786,0.24763104600329242,0.05803031464315697,-1.8725247686845132,-0.44067225596033927,0.060646958048912084,-1.914058244050876,-0.43736832200248316,0.33418812806614895
-0.2201760427944868,0.2836231874055711,1.530401010379438,0.3045308371332867,1.441142208880661,0.12018524665474631,0.03238985815311401,-0.02597278539349871,0.2596539020246604,0.05248642387799304,-1.9911277612034424,-0.46518322224429504,0.07372987225621613,-2.0406704013941206,-0.4591202744365441,0.35541468078793176
-0.22949476754588746,0.3273789131160256,1.5784713310059848,0.34984260265384864,1.48846972261918,0.1281068826972544,0.03666678054122548,-0.03252145726071245,0.27088499216924466,0.04593067698160791,-2.108723991261797,-0.48917801048537696,0.08743949202885455,-2.1677551900888083,-0.48073037219071985,0.3762588024667664
-0.2378434989230758,0.3727334717440344,1.6215272010305584,0.3980670743612124,1.5311498652997704,0.1358676941006257,0.041479876942844704,-0.03936182975717356,0.28124254622012884,0.03839223526648764,-2.224954572227616,-0.5125411845342583,0.10164835342534662,-2.2950582599097578,-0.5022163000588629,0.3965749294213259
-0.24513743940622137,0.41954473345831006,1.6593324274646513,0.44919029256766513,1.5687963612004516,0.14335073762055953,0.046868405048001466,-0.04643960859540234,0.2906479623084531,0.0299120264954591,-2.3394649579281825,-0.5351471081895819,0.11621994051443063,-2.422308125390138,-0.5235826108358337,0.41621796101632175
-0.2513019356534318,0.4676878486986973,1.6916645915311532,0.5031740862615867,1.6010091999657985,0.150423249093904,0.05287378322921243,-0.05370603564769369,0.2990271862898386,0.020543900700997732,-2.451905557086878,-0.5568599696291001,0.1310113404303252,-2.5492094108905587,-0.5448173236938518,0.4350455681429934
-0.25627546767617393,0.5170577149655843,1.7183188139957781,0.5599492639258195,1.6273814662679493,0.15693764499578547,0.059539756835500335,-0.06112103892120165,0.3063123489167551,0.010355558780537755,-2.5619335365717326,-0.5775347637409726,0.1458762560579748,-2.6754371178724075,-0.5658890455944262,0.4529206830524116
-0.2600134407885504,0.5675710680655962,1.7391112442291052,0.619409473416268,1.6475078754781816,0.1627343050963007,0.06691227981136325,-0.06865577912372409,0.3124434607273442,-0.0005709339319730188,-2.669215578859866,-0.5970195251714497,0.16066823592649024,-2.8006323695611766,-0.5867448362009645,0.4697138959316541
-0.2624927582829595,0.6191676606060221,1.7538815930635918,0.6814063533518322,1.660994596898014,0.1676464561154013,0.07503899138832759,-0.0762941582052724,0.31736993932049123,-0.012139212144842527,-2.773431229183587,-0.6151590643027058,0.1752439321153835,-2.924399982444836,-0.6073090110713213,0.48530543911181573
-0.2637170389099639,0.671809946317061,1.7624941286951905,0.7457464882824125,1.6674698667043901,0.17150721799267282,0.0839681581773913,-0.08403293595215684,0.32105176818282033,-0.024239377941516607,-2.8742763951032195,-0.6318003136054421,0.18946618983805127,-3.046308008288485,-0.6274830043700584,0.49958648669912065
-0.2637221691378466,0.7254807742025426,1.7648367760293093,0.8121904757836459,1.6665948223032698,0.17415854332820094,0.09374691535411628,-0.09188027778870862,0.32346017321856807,-0.036749556648143666,-2.971466568037745,-0.6467991284729392,0.20320681836410728,-3.1658891199523937,-0.6471463056385885,0.5124596436684334
-0.26258165410629697,0.7801788101781272,1.7608182741147997,0.8804541700363814,1.658073913312435,0.17546142942276677,0.10441857821426566,-0.09985280119318664,0.32457784516650773,-0.049538294517220194,-3.0647394143250857,-0.6600280244859086,0.2163489830013341,-3.282643451684704,-0.6661583738921975,0.523838717800322
-0.2604109954860405,0.8359117004126075,1.7503637041929727,0.9502119506923346,1.6416641786978798,0.17530647194238536,0.11601874419883877,-0.10797144534488634,0.3243989026702955,-0.06246781986050849,-3.153856497693513,-0.67138393257626,0.22878926550423198,-3.396042348881579,-0.684361354554894,0.533648103599975
-0.2573701557717962,0.8926872932262115,1.733409056851394,1.0211017305934829,1.6171826979923658,0.17362361464058268,0.12856994038139807,-0.11625669878240874,0.32292893480311763,-0.07539813741314298,-3.238604005494257,-0.680794707491465,0.24043953429678688,-3.5055325389947307,-0.7015834221598316,0.5418222903058008
-0.2536631566487894,0.9505034685809778,1.7098958320208988,1.092731380707929,1.5845117415027077,0.17038986903036257,0.14207478343362998,-0.1247238395316236,0.32018553148234935,-0.08819182893589668,-3.31879243867668,-0.6882229362498017,0.25122882256051615,-3.610540584382844,-0.7176426797632558,0.5483060778616351
-0.24953406753798943,1.0093372492787422,1.6797669307421705,1.1646862985007145,1.5436016409264735,0.16563384597802705,0.15650806837699577,-0.13337885873003993,0.3161996594041664,-0.10071928537433515,-3.3942553050399695,-0.6936656503812786,0.2611054153863494,-3.7104781272100604,-0.7323517737529056,0.553056014367489
-0.24525906921332813,1.0691339166319114,1.6429652271972324,1.236537927558929,1.4944721118464435,0.15943615069161649,0.17180885612091104,-0.1422156681424395,0.3110180357927231,-0.11286393310896833,-3.4648469630031515,-0.6971489111881684,0.2700392736449347,-3.8047492594782013,-0.7455236791323436,0.5560433548213297
-0.24113485461883816,1.1297969143234543,1.5994360400176726,1.3078530700062376,1.4372133860993352,0.1519250319396319,0.18787430896059573,-0.15121505742433342,0.30470627786667404,-0.12452692076213806,-3.5304399205680532,-0.6987169548592029,0.27802472775584997,-3.89276203035185,-0.7569793271512083,0.5572585018518318
-0.237464240404058,1.1911794805555314,1.5491340271812832,1.3782037075211706,1.3719885703240298,0.14326715882721758,0.2045573958924791,-0.16034566747682258,0.29735209232819176,-0.1356307965222954,-3.590922062794048,-0.6984166779518163,0.2850830131310086,-3.973946135098546,-0.7665576343945426,0.556716452786087
-0.2345403883930539,1.2530791718208865,1.4920336816155695,1.447176661443763,1.2990377175258898,0.1336540721010512,0.2216702576664701,-0.16956693948778273,0.2890672437567565,-0.14612195853760346,-3.646194341510936,-0.6962796494036261,0.29126372435968795,-4.047777690357844,-0.7741277889922275,0.554462297508334
-0.23263134964804413,1.315236514941461,1.4281408658202341,1.5143818043339323,1.2186822585952188,0.12328574462447597,0.2389937402873674,-0.17883353828654797,0.2799867756991345,-0.15597200068346354,-3.696169268247045,-0.6923052464290558,0.29664386167051937,-4.113809531836189,-0.7796023129128311,0.5505754137384221
-0.23196658717825874,1.377338625235848,1.3575015361076193,1.5794569762385122,1.1313265930239145,0.11235364563709811,0.25629159359194487,-0.1881001847215286,0.2702643007160084,-0.1651782904015643,-3.740770085734651,-0.6864492772428975,0.301323240385091,-4.171702360850595,-0.7829479018801798,0.5451709173099488
-0.23272657723021625,1.4390276376353752,1.2802040858676387,1.642067789751206,1.0374532253376767,0.10102632935914502,0.2733259406075089,-0.19732540754199157,0.2600632677627249,-0.1737640287426238,-3.7799299968947264,-0.6786218071316071,0.3054159377066432,-4.22124992424836,-0.7841903005203851,0.5383973847022048
-0.23503563194884905,1.4999126087528942,1.1963740534544327,1.7019015583715016,0.937609733036464,0.08944034566322648,0.2898700218198025,-0.2064727994989882,0.24954557109597486,-0.18177768754893783,-3.81359071276345,-0.6686956032736691,0.30903891875714795,-4.262391918235685,-0.7834103927517572,0.5304308893735298
-0.2389571918575393,1.559582930066577,1.1061633481538358,1.7586565258646203,0.8323892636386678,0.07769801603946248,0.3057155474869769,-0.2155091142235307,0.23885985664554293,-0.18929134571867032,-3.8417000574689952,-0.6565234697228065,0.3123001654554559,-4.2952117482914245,-0.7807312515384485,0.521466578157518
-0.2444906041082132,1.6176217028342392,1.0097387260787976,1.8120296494648402,0.7224089845198262,0.065871795698806,0.32067466061676514,-0.22439970338374507,0.22813179319657825,-0.19639733634295267,-3.864209187276903,-0.6419602883181169,0.3152887296457178,-4.319920890795258,-0.7762989059584315,0.5117096858536697
-0.25156906088497993,1.6736185747706858,0.9072745914577254,1.8617074719528284,0.6082911343604335,0.05401339113598823,0.33457897997981334,-0.23310276838954258,0.21745759154532426,-0.20320287973968082,-3.881070612783252,-0.6248849375595549,0.31806817802179693,-4.336834767851098,-0.7702615138138007,0.5013676006267588
