k,e1,e2,Wq_m,Wq_p
0.0,-0.7421338303430031,2.1300017959870385,0.0,3.0
0.8975979010256552,-0.8309506430300095,2.430950643030009,0.13124516371311645,2.8687548362868833
1.7951958020513104,-0.6930792266442135,2.505211261000177,0.4863535793760796,2.51364642062392
2.6927937030769655,-0.3962912017836261,2.2962912017836263,0.9092114319846899,2.09078856801531
3.5903916041026207,-0.021408637996721224,1.8335406723526855,0.9092114319846899,2.09078856801531
4.487989505128276,0.2900980486407214,1.3099019513592787,0.4863535793760798,2.51364642062392
5.385587406153931,0.0895876506904736,1.2982803149535627,0.13124516371311645,2.8687548362868833
6.283185307179586,-0.40475115548644874,1.704751155486449,0.0,3.0
